word,value,o_str
Dip Ed,38,4+9+16+0+5+4
dissent,90,4+9+19+19+5+14+20
"adj (to be) expressed in writing, rather than in speech 书面的（非口头的）: a written examination, request, message 笔试、 书面请求、 书面信息 * a written confirmation, agreement, evidence 书面的确认、 协议、 证据. the ,written `word language expressed in writing 书面语言.",1806,1+4+10+0+0+20+15+0+2+5+0+0+5+24+16+18+5+19+19+5+4+0+9+14+0+23+18+9+20+9+14+7+0+0+18+1+20+8+5+18+0+20+8+1+14+0+9+14+0+19+16+5+5+3+8+0+0+0+0+0+0+0+0+0+0+0+0+1+0+23+18+9+20+20+5+14+0+5+24+1+13+9+14+1+20+9+15+14+0+0+18+5+17+21+5+19+20+0+0+13+5+19+19+1+7+5+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+1+0+23+18+9+20+20+5+14+0+3+15+14+6+9+18+13+1+20+9+15+14+0+0+1+7+18+5+5+13+5+14+20+0+0+5+22+9+4+5+14+3+5+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+8+5+0+0+23+18+9+20+20+5+14+0+0+23+15+18+4+0+12+1+14+7+21+1+7+5+0+5+24+16+18+5+19+19+5+4+0+9+14+0+23+18+9+20+9+14+7+0+0+0+0+0+0
pertinaciously,187,16+5+18+20+9+14+1+3+9+15+21+19+12+25
sweat,68,19+23+5+1+20
bustard,85,2+21+19+20+1+18+4
ennoble,67,5+14+14+15+2+12+5
dumdum,76,4+21+13+4+21+13
bar billiards,107,2+1+18+0+2+9+12+12+9+1+18+4+19
running repairs,183,18+21+14+14+9+14+7+0+18+5+16+1+9+18+19
souse,79,19+15+21+19+5
letter-bomb,112,12+5+20+20+5+18+0+2+15+13+2
doorknob,94,4+15+15+18+11+14+15+2
watch,55,23+1+20+3+8
mucus,77,13+21+3+21+19
razor-back,95,18+1+26+15+18+0+2+1+3+11
transship (also tranship),276,20+18+1+14+19+19+8+9+16+0+0+1+12+19+15+0+20+18+1+14+19+8+9+16+0
hide-and-seek,85,8+9+4+5+0+1+14+4+0+19+5+5+11
saboteur,101,19+1+2+15+20+5+21+18
guilt,69,7+21+9+12+20
frozen,84,6+18+15+26+5+14
stet,64,19+20+5+20
whirr (also esp US whir),261,23+8+9+18+18+0+0+1+12+19+15+0+5+19+16+0+21+19+0+23+8+9+18+0
hard-boiled,78,8+1+18+4+0+2+15+9+12+5+4
swede,56,19+23+5+4+5
bravely,85,2+18+1+22+5+12+25
artichoke,90,1+18+20+9+3+8+15+11+5
caddy,37,3+1+4+4+25
palmist,90,16+1+12+13+9+19+20
October,78,15+3+20+15+2+5+18
chamber orchestra,157,3+8+1+13+2+5+18+0+15+18+3+8+5+19+20+18+1
orchestration,165,15+18+3+8+5+19+20+18+1+20+9+15+14
royalty,116,18+15+25+1+12+20+25
foul-mouthed,140,6+15+21+12+0+13+15+21+20+8+5+4
illustriously,212,9+12+12+21+19+20+18+9+15+21+19+12+25
next door,115,14+5+24+20+0+4+15+15+18
madly,55,13+1+4+12+25
escape clause (also get-out clause),306,5+19+3+1+16+5+0+3+12+1+21+19+5+0+0+1+12+19+15+0+7+5+20+0+15+21+20+0+3+12+1+21+19+5+0
obligingly,112,15+2+12+9+7+9+14+7+12+25
uncle,55,21+14+3+12+5
wallow,86,23+1+12+12+15+23
"generalization, generalisation",305,7+5+14+5+18+1+12+9+26+1+20+9+15+14+0+0+7+5+14+5+18+1+12+9+19+1+20+9+15+14
Celt,40,3+5+12+20
bargain counter,148,2+1+18+7+1+9+14+0+3+15+21+14+20+5+18
credibility,116,3+18+5+4+9+2+9+12+9+20+25
"blond (also esp of a woman blonde 亦作blonde, 尤指女子)",326,2+12+15+14+4+0+0+1+12+19+15+0+5+19+16+0+15+6+0+1+0+23+15+13+1+14+0+2+12+15+14+4+5+0+0+0+2+12+15+14+4+5+0+0+0+0+0+0+0
philology,119,16+8+9+12+15+12+15+7+25
A-road,39,1+0+18+15+1+4
rose,57,18+15+19+5
sand-shoes,104,19+1+14+4+0+19+8+15+5+19
bimetallism,115,2+9+13+5+20+1+12+12+9+19+13
incise,59,9+14+3+9+19+5
program,88,16+18+15+7+18+1+13
HQ,25,8+17
repudiate,99,18+5+16+21+4+9+1+20+5
scot-free,91,19+3+15+20+0+6+18+5+5
uniformed,105,21+14+9+6+15+18+13+5+4
agglutinate,117,1+7+7+12+21+20+9+14+1+20+5
imprudence,108,9+13+16+18+21+4+5+14+3+5
obsequies,112,15+2+19+5+17+21+9+5+19
helve,52,8+5+12+22+5
jingle,57,10+9+14+7+12+5
Polaroid camera,131,16+15+12+1+18+15+9+4+0+3+1+13+5+18+1
tenet,64,20+5+14+5+20
National Trust,184,14+1+20+9+15+14+1+12+0+20+18+21+19+20
pannikin,88,16+1+14+14+9+11+9+14
innocuously,168,9+14+14+15+3+21+15+21+19+12+25
oppressed,117,15+16+16+18+5+19+19+5+4
augmentation,140,1+21+7+13+5+14+20+1+20+9+15+14
crafty,73,3+18+1+6+20+25
varsity,114,22+1+18+19+9+20+25
distinct,98,4+9+19+20+9+14+3+20
fruity,99,6+18+21+9+20+25
braise,54,2+18+1+9+19+5
bill of rights,137,2+9+12+12+0+15+6+0+18+9+7+8+20+19
SNOBOL (also Snobol),201,19+14+15+2+15+12+0+0+1+12+19+15+0+19+14+15+2+15+12+0
soulfulness,163,19+15+21+12+6+21+12+14+5+19+19
define,43,4+5+6+9+14+5
eg,12,5+7
n [U],35,14+0+0+21+0
adverbial,74,1+4+22+5+18+2+9+1+12
Yiddish,78,25+9+4+4+9+19+8
pay sth in; pay sth into sth,306,16+1+25+0+19+20+8+0+9+14+0+0+16+1+25+0+19+20+8+0+9+14+20+15+0+19+20+8
encircle,69,5+14+3+9+18+3+12+5
grummet,97,7+18+21+13+13+5+20
tarpaulin,112,20+1+18+16+1+21+12+9+14
physically,130,16+8+25+19+9+3+1+12+12+25
perplexity,150,16+5+18+16+12+5+24+9+20+25
manageress,102,13+1+14+1+7+5+18+5+19+19
goings-on,100,7+15+9+14+7+19+0+15+14
baize,43,2+1+9+26+5
inherently,130,9+14+8+5+18+5+14+20+12+25
injunction,129,9+14+10+21+14+3+20+9+15+14
lest,56,12+5+19+20
morpheme,93,13+15+18+16+8+5+13+5
protest,113,16+18+15+20+5+19+20
felt,43,6+5+12+20
whiplash,96,23+8+9+16+12+1+19+8
"man of letters, ,woman of letters",334,13+1+14+0+15+6+0+12+5+20+20+5+18+19+0+0+0+23+15+13+1+14+0+15+6+0+12+5+20+20+5+18+19
morning glory,167,13+15+18+14+9+14+7+0+7+12+15+18+25
plaque,72,16+12+1+17+21+5
the lord of the manor,197,20+8+5+0+12+15+18+4+0+15+6+0+20+8+5+0+13+1+14+15+18
implode,74,9+13+16+12+15+4+5
parings,84,16+1+18+9+14+7+19
sea-breeze,86,19+5+1+0+2+18+5+5+26+5
film,40,6+9+12+13
obstetric,111,15+2+19+20+5+20+18+9+3
tuppence,100,20+21+16+16+5+14+3+5
ratatat,81,18+1+20+1+20+1+20
trade-off,75,20+18+1+4+5+0+15+6+6
uncompromisingly,223,21+14+3+15+13+16+18+15+13+9+19+9+14+7+12+25
circumstantially,200,3+9+18+3+21+13+19+20+1+14+20+9+1+12+12+25
leadership,97,12+5+1+4+5+18+19+8+9+16
entrepreneur,159,5+14+20+18+5+16+18+5+14+5+21+18
patiently,122,16+1+20+9+5+14+20+12+25
gaudy,58,7+1+21+4+25
disapprove,125,4+9+19+1+16+16+18+15+22+5
minestrone,132,13+9+14+5+19+20+18+15+14+5
middle,47,13+9+4+4+12+5
genius,75,7+5+14+9+21+19
joinery,96,10+15+9+14+5+18+25
SAM,33,19+1+13
English breakfast,157,5+14+7+12+9+19+8+0+2+18+5+1+11+6+1+19+20
divorce,76,4+9+22+15+18+3+5
gnomically,111,7+14+15+13+9+3+1+12+12+25
mirror,91,13+9+18+18+15+18
head-waters,104,8+5+1+4+0+23+1+20+5+18+19
busier,74,2+21+19+9+5+18
scrounger,120,19+3+18+15+21+14+7+5+18
"/ FeIp; Fep/ v  1 [Tn, Tn.pr] ~ sth (into sth) give a shape or form to sth 做成某物的形状: shape the wet clay on a potter's wheel 在陶钧上用湿黏土制坯 * shape the sand into a mound 把沙堆成小丘.  2 [Tn] have a great influence upon (sb/sth); determine the nature of (sth) 对（某人[某事物]）有重大影响; 决定（某事物）的性质: These events helped to shape her future career. 这些事促成了她後来从事的事业. * His attitudes were shaped partly by early experiences. 他的想法在一定程度上是由他早期的经历决定的.  3 [I, Ip] ~ (up) develop in a certain way 进展: Our plans are shaping (up) well, ie giving signs that they will be successful. 我们的计画进展顺利. * How is the new team shaping up? 新队的表现怎样?  4 [Tn esp passive 尤用於被动语态] make (a garment) conform to the shape of the body 使（衣服）合身: The jacket is shaped (ie becomes narrower) at the waist. 这件外衣腰部很贴身（较窄）.",5236,0+0+6+5+9+16+0+0+6+5+16+0+0+22+0+0+0+0+0+20+14+0+0+20+14+0+16+18+0+0+0+0+19+20+8+0+0+9+14+20+15+0+19+20+8+0+0+7+9+22+5+0+1+0+19+8+1+16+5+0+15+18+0+6+15+18+13+0+20+15+0+19+20+8+0+0+0+0+0+0+0+0+0+0+19+8+1+16+5+0+20+8+5+0+23+5+20+0+3+12+1+25+0+15+14+0+1+0+16+15+20+20+5+18+0+19+0+23+8+5+5+12+0+0+0+0+0+0+0+0+0+0+0+0+0+0+19+8+1+16+5+0+20+8+5+0+19+1+14+4+0+9+14+20+15+0+1+0+13+15+21+14+4+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+0+8+1+22+5+0+1+0+7+18+5+1+20+0+9+14+6+12+21+5+14+3+5+0+21+16+15+14+0+0+19+2+0+19+20+8+0+0+0+4+5+20+5+18+13+9+14+5+0+20+8+5+0+14+1+20+21+18+5+0+15+6+0+0+19+20+8+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+8+5+19+5+0+5+22+5+14+20+19+0+8+5+12+16+5+4+0+20+15+0+19+8+1+16+5+0+8+5+18+0+6+21+20+21+18+5+0+3+1+18+5+5+18+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+8+9+19+0+1+20+20+9+20+21+4+5+19+0+23+5+18+5+0+19+8+1+16+5+4+0+16+1+18+20+12+25+0+2+25+0+5+1+18+12+25+0+5+24+16+5+18+9+5+14+3+5+19+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+9+0+0+9+16+0+0+0+0+0+21+16+0+0+4+5+22+5+12+15+16+0+9+14+0+1+0+3+5+18+20+1+9+14+0+23+1+25+0+0+0+0+0+15+21+18+0+16+12+1+14+19+0+1+18+5+0+19+8+1+16+9+14+7+0+0+21+16+0+0+23+5+12+12+0+0+9+5+0+7+9+22+9+14+7+0+19+9+7+14+19+0+20+8+1+20+0+20+8+5+25+0+23+9+12+12+0+2+5+0+19+21+3+3+5+19+19+6+21+12+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+8+15+23+0+9+19+0+20+8+5+0+14+5+23+0+20+5+1+13+0+19+8+1+16+9+14+7+0+21+16+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+5+19+16+0+16+1+19+19+9+22+5+0+0+0+0+0+0+0+0+0+0+13+1+11+5+0+0+1+0+7+1+18+13+5+14+20+0+0+3+15+14+6+15+18+13+0+20+15+0+20+8+5+0+19+8+1+16+5+0+15+6+0+20+8+5+0+2+15+4+25+0+0+0+0+0+0+0+0+0+0+20+8+5+0+10+1+3+11+5+20+0+9+19+0+19+8+1+16+5+4+0+0+9+5+0+2+5+3+15+13+5+19+0+14+1+18+18+15+23+5+18+0+0+1+20+0+20+8+5+0+23+1+9+19+20+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
deficit,56,4+5+6+9+3+9+20
age of consent,124,1+7+5+0+15+6+0+3+15+14+19+5+14+20
phallic,61,16+8+1+12+12+9+3
dream world,113,4+18+5+1+13+0+23+15+18+12+4
lymphatic,107,12+25+13+16+8+1+20+9+3
puke,53,16+21+11+5
weather-beaten,127,23+5+1+20+8+5+18+0+2+5+1+20+5+14
anode,39,1+14+15+4+5
insecticide,100,9+14+19+5+3+20+9+3+9+4+5
"factorize, factorise",199,6+1+3+20+15+18+9+26+5+0+0+6+1+3+20+15+18+9+19+5
"/ FR:l; FRl/ n large (usu square or oblong) piece of material worn round the shoulders or head of a woman, or wrapped round a baby （女用）披肩, 围巾; 襁褓.",1161,0+0+6+18+0+12+0+0+6+18+12+0+0+14+0+12+1+18+7+5+0+0+21+19+21+0+19+17+21+1+18+5+0+15+18+0+15+2+12+15+14+7+0+0+16+9+5+3+5+0+15+6+0+13+1+20+5+18+9+1+12+0+23+15+18+14+0+18+15+21+14+4+0+20+8+5+0+19+8+15+21+12+4+5+18+19+0+15+18+0+8+5+1+4+0+15+6+0+1+0+23+15+13+1+14+0+0+15+18+0+23+18+1+16+16+5+4+0+18+15+21+14+4+0+1+0+2+1+2+25+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
siphon,81,19+9+16+8+15+14
inadvertently,169,9+14+1+4+22+5+18+20+5+14+20+12+25
"v (pt, pp shooed) (phr v) shoo sb/sth away, off, out, etc make sb/sth go away, etc, by saying `shoo' 发嘘声将某人[某物]赶走: shooing the chickens away/into the barn 发出嘘声把鸡轰走[进饲养棚] * He shooed the little children out of the shop. 他发出嘘声把小孩儿都赶出了商店.",1662,22+0+0+16+20+0+0+16+16+0+19+8+15+15+5+4+0+0+0+16+8+18+0+22+0+0+19+8+15+15+0+19+2+0+19+20+8+0+1+23+1+25+0+0+15+6+6+0+0+15+21+20+0+0+5+20+3+0+13+1+11+5+0+19+2+0+19+20+8+0+7+15+0+1+23+1+25+0+0+5+20+3+0+0+2+25+0+19+1+25+9+14+7+0+0+19+8+15+15+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+19+8+15+15+9+14+7+0+20+8+5+0+3+8+9+3+11+5+14+19+0+1+23+1+25+0+9+14+20+15+0+20+8+5+0+2+1+18+14+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+8+5+0+19+8+15+15+5+4+0+20+8+5+0+12+9+20+20+12+5+0+3+8+9+12+4+18+5+14+0+15+21+20+0+15+6+0+20+8+5+0+19+8+15+16+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
water-rat,106,23+1+20+5+18+0+18+1+20
waylay,87,23+1+25+12+1+25
inflect,69,9+14+6+12+5+3+20
water-wheel,120,23+1+20+5+18+0+23+8+5+5+12
anticlimax,106,1+14+20+9+3+12+9+13+1+24
sighting,93,19+9+7+8+20+9+14+7
hymen,65,8+25+13+5+14
invention,122,9+14+22+5+14+20+9+15+14
roadie,52,18+15+1+4+9+5
white horses,149,23+8+9+20+5+0+8+15+18+19+5+19
open-handedness,143,15+16+5+14+0+8+1+14+4+5+4+14+5+19+19
the class struggle (also the class war),372,20+8+5+0+3+12+1+19+19+0+19+20+18+21+7+7+12+5+0+0+1+12+19+15+0+20+8+5+0+3+12+1+19+19+0+23+1+18+0
/ I5rQpFn; I`rQpFEn/ n [C] (fml 文) ~ (into sth)sudden and violent entry; bursting in 突然冲入; 闯入: the irruption of a noisy group of revellers 参加欢宴的喧闹人群一涌而入.,1207,0+0+9+0+18+17+16+6+14+0+0+9+0+18+17+16+6+5+14+0+0+14+0+0+3+0+0+0+6+13+12+0+0+0+0+0+0+0+9+14+20+15+0+19+20+8+0+19+21+4+4+5+14+0+1+14+4+0+22+9+15+12+5+14+20+0+5+14+20+18+25+0+0+2+21+18+19+20+9+14+7+0+9+14+0+0+0+0+0+0+0+0+0+0+0+20+8+5+0+9+18+18+21+16+20+9+15+14+0+15+6+0+1+0+14+15+9+19+25+0+7+18+15+21+16+0+15+6+0+18+5+22+5+12+12+5+18+19+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
literalness,134,12+9+20+5+18+1+12+14+5+19+19
rm,31,18+13
parsimonious,169,16+1+18+19+9+13+15+14+9+15+21+19
horror,92,8+15+18+18+15+18
inconspicuousness,235,9+14+3+15+14+19+16+9+3+21+15+21+19+14+5+19+19
the working class (also the `working classes),439,20+8+5+0+23+15+18+11+9+14+7+0+3+12+1+19+19+0+0+1+12+19+15+0+20+8+5+0+0+23+15+18+11+9+14+7+0+3+12+1+19+19+5+19+0
punctuation,154,16+21+14+3+20+21+1+20+9+15+14
interested,119,9+14+20+5+18+5+19+20+5+4
carpet,63,3+1+18+16+5+20
dispute,94,4+9+19+16+21+20+5
-woman,66,0+23+15+13+1+14
ameliorate,99,1+13+5+12+9+15+18+1+20+5
lay over,98,12+1+25+0+15+22+5+18
scalp,51,19+3+1+12+16
ink-pot,85,9+14+11+0+16+15+20
grammar school,143,7+18+1+13+13+1+18+0+19+3+8+15+15+12
killing,74,11+9+12+12+9+14+7
"/ kEn5teInEraIz; kEn`tenE9raIz/v [Tn]  1 pack (goods) into a container(1, 2) 将（货物）装入容器或货柜（集装箱）.  2 convert (a dock, ship,etc) so that it can use containers (container 2) 使（码头、 船舶等）货柜化（集装箱化）.",1173,0+0+11+5+14+0+20+5+9+14+5+18+1+9+26+0+0+11+5+14+0+20+5+14+5+0+18+1+9+26+0+22+0+0+20+14+0+0+0+0+0+16+1+3+11+0+0+7+15+15+4+19+0+0+9+14+20+15+0+1+0+3+15+14+20+1+9+14+5+18+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+3+15+14+22+5+18+20+0+0+1+0+4+15+3+11+0+0+19+8+9+16+0+5+20+3+0+0+19+15+0+20+8+1+20+0+9+20+0+3+1+14+0+21+19+5+0+3+15+14+20+1+9+14+5+18+19+0+0+3+15+14+20+1+9+14+5+18+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
thorough,112,20+8+15+18+15+21+7+8
clever,65,3+12+5+22+5+18
pliant,72,16+12+9+1+14+20
disinfest,105,4+9+19+9+14+6+5+19+20
enforceable,86,5+14+6+15+18+3+5+1+2+12+5
fridge-freezer,132,6+18+9+4+7+5+0+6+18+5+5+26+5+18
impertinently,180,9+13+16+5+18+20+9+14+5+14+20+12+25
firsthand,99,6+9+18+19+20+8+1+14+4
spittle,101,19+16+9+20+20+12+5
telepathy,112,20+5+12+5+16+1+20+8+25
profile,81,16+18+15+6+9+12+5
materially,116,13+1+20+5+18+9+1+12+12+25
crap,38,3+18+1+16
televise,97,20+5+12+5+22+9+19+5
appurtenance,134,1+16+16+21+18+20+5+14+1+14+3+5
windscreen (Brit) (US `windshield),310,23+9+14+4+19+3+18+5+5+14+0+0+2+18+9+20+0+0+0+21+19+0+0+23+9+14+4+19+8+9+5+12+4+0
monthly,107,13+15+14+20+8+12+25
precis,70,16+18+5+3+9+19
lint,55,12+9+14+20
rub,41,18+21+2
mortgagor,114,13+15+18+20+7+1+7+15+18
rumoured (US rumored),249,18+21+13+15+21+18+5+4+0+0+21+19+0+18+21+13+15+18+5+4+0
/ 9dQblju: 5eks; 9dQbljJ `Zks/ abbr 缩写 = (esp on clothing) women's extra large (size) （尤作衣物上的标记）女装特大（号）.,651,0+0+0+4+17+2+12+10+21+0+0+0+5+11+19+0+0+0+4+17+2+12+10+10+0+0+26+11+19+0+0+1+2+2+18+0+0+0+0+0+0+0+5+19+16+0+15+14+0+3+12+15+20+8+9+14+7+0+0+23+15+13+5+14+0+19+0+5+24+20+18+1+0+12+1+18+7+5+0+0+19+9+26+5+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
/ kQ5stEUdIEn; kQs`todIEn/ n person who takes care of or looks after sth 看管人; 监护人: a self-appointed custodian of public morals 自封的公共道德的卫道士.,1103,0+0+11+17+0+19+20+5+21+4+9+5+14+0+0+11+17+19+0+20+15+4+9+5+14+0+0+14+0+16+5+18+19+15+14+0+23+8+15+0+20+1+11+5+19+0+3+1+18+5+0+15+6+0+15+18+0+12+15+15+11+19+0+1+6+20+5+18+0+19+20+8+0+0+0+0+0+0+0+0+0+0+0+1+0+19+5+12+6+0+1+16+16+15+9+14+20+5+4+0+3+21+19+20+15+4+9+1+14+0+15+6+0+16+21+2+12+9+3+0+13+15+18+1+12+19+0+0+0+0+0+0+0+0+0+0+0+0+0
pt of write.,132,16+20+0+15+6+0+23+18+9+20+5+0
fire-plug,94,6+9+18+5+0+16+12+21+7
material,79,13+1+20+5+18+9+1+12
wheatcake,77,23+8+5+1+20+3+1+11+5
swim-suit,133,19+23+9+13+0+19+21+9+20
mistreatment,157,13+9+19+20+18+5+1+20+13+5+14+20
plot,63,16+12+15+20
death-warrant,133,4+5+1+20+8+0+23+1+18+18+1+14+20
Sr,37,19+18
kraal,43,11+18+1+1+12
"decentralize, decentralise",237,4+5+3+5+14+20+18+1+12+9+26+5+0+0+4+5+3+5+14+20+18+1+12+9+19+5
propulsive,153,16+18+15+16+21+12+19+9+22+5
oriole,74,15+18+9+15+12+5
transpolar,134,20+18+1+14+19+16+15+12+1+18
Aries,52,1+18+9+5+19
passkey,96,16+1+19+19+11+5+25
objectively,128,15+2+10+5+3+20+9+22+5+12+25
newness,99,14+5+23+14+5+19+19
memo,46,13+5+13+15
egret,55,5+7+18+5+20
John Bull,94,10+15+8+14+0+2+21+12+12
transcendence,125,20+18+1+14+19+3+5+14+4+5+14+3+5
provider,107,16+18+15+22+9+4+5+18
disposition,149,4+9+19+16+15+19+9+20+9+15+14
/ kEn5fekFn; kEn`fZkFEn/ n (fml 文) thing made with sweet ingredients 甜食.,552,0+0+11+5+14+0+6+5+11+6+14+0+0+11+5+14+0+6+26+11+6+5+14+0+0+14+0+0+6+13+12+0+0+0+0+20+8+9+14+7+0+13+1+4+5+0+23+9+20+8+0+19+23+5+5+20+0+9+14+7+18+5+4+9+5+14+20+19+0+0+0+0
chat show,97,3+8+1+20+0+19+8+15+23
"tow-line, `tow-rope",210,20+15+23+0+12+9+14+5+0+0+0+20+15+23+0+18+15+16+5
juryman,102,10+21+18+25+13+1+14
placket,68,16+12+1+3+11+5+20
armful,71,1+18+13+6+21+12
run-of-the-mill,153,18+21+14+0+15+6+0+20+8+5+0+13+9+12+12
bigoted,62,2+9+7+15+20+5+4
free-hand,61,6+18+5+5+0+8+1+14+4
terrier,93,20+5+18+18+9+5+18
choir school,125,3+8+15+9+18+0+19+3+8+15+15+12
intertwine,137,9+14+20+5+18+20+23+9+14+5
unbelievable,110,21+14+2+5+12+9+5+22+1+2+12+5
"/ kQp; kQp/ v (-pp-)  1 [Tn] form (esp one's hands) into the shape of a cup 做成杯状（尤指用手窝成）: She cupped her hands round her mouth and shouted. 她窝起两只手掌围著嘴喊.  2 [Tn, Tn.pr] ~ sth (in/with sth) hold sth as if in cup 把某物放入杯状物中: cup one's chin in one's hands 窝起两只手掌托住下巴.",1746,0+0+11+17+16+0+0+11+17+16+0+0+22+0+0+0+16+16+0+0+0+0+0+0+0+20+14+0+0+6+15+18+13+0+0+5+19+16+0+15+14+5+0+19+0+8+1+14+4+19+0+0+9+14+20+15+0+20+8+5+0+19+8+1+16+5+0+15+6+0+1+0+3+21+16+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+19+8+5+0+3+21+16+16+5+4+0+8+5+18+0+8+1+14+4+19+0+18+15+21+14+4+0+8+5+18+0+13+15+21+20+8+0+1+14+4+0+19+8+15+21+20+5+4+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+0+20+14+0+16+18+0+0+0+0+19+20+8+0+0+9+14+0+23+9+20+8+0+19+20+8+0+0+8+15+12+4+0+19+20+8+0+1+19+0+9+6+0+9+14+0+3+21+16+0+0+0+0+0+0+0+0+0+0+0+0+3+21+16+0+15+14+5+0+19+0+3+8+9+14+0+9+14+0+15+14+5+0+19+0+8+1+14+4+19+0+0+0+0+0+0+0+0+0+0+0+0
reappraisal,116,18+5+1+16+16+18+1+9+19+1+12
P and O,50,16+0+1+14+4+0+15
swerve,92,19+23+5+18+22+5
often,60,15+6+20+5+14
gaolbird (US usu 美式英语通常作 jailbird),234,7+1+15+12+2+9+18+4+0+0+21+19+0+21+19+21+0+0+0+0+0+0+0+0+0+10+1+9+12+2+9+18+4+0
"/ kEn5faUnd; kBn`faJnd/ v  1 [Tn] (dated or fml 旧或文) puzzle and surprise (sb); perplex 使（某人）困惑和惊奇; 使迷惑: His behaviour amazed and confounded her. 他的所作所为让她感到既惊愕又困惑. * I was confounded to hear that... 我听到...感到大惑不解.  2 [Tn, Tn.pr] ~ sth (with sth) (dated 旧) confuse (ideas, etc) 使（思想等）混乱.  3 [Tn] (dated or fml 旧或文) (a) defeat (sb) 击败（某人）: confound an enemy, a rival, a critic, etc 击败敌人、 对手、 批评者等. (b) prevent (sth); thwart 防碍, 挫败（某事物）: confound a plan, an attempt, etc 挫败计划、 企图等.  4 [Tn] (infml 口) (used as an interj to express anger 用作叹词表示愤怒): Confound it! 真讨厌! * Confound you! 去你的!",3444,0+0+11+5+14+0+6+1+21+14+4+0+0+11+2+14+0+6+1+10+14+4+0+0+22+0+0+0+0+0+20+14+0+0+0+4+1+20+5+4+0+15+18+0+6+13+12+0+0+0+0+0+0+16+21+26+26+12+5+0+1+14+4+0+19+21+18+16+18+9+19+5+0+0+19+2+0+0+0+16+5+18+16+12+5+24+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+8+9+19+0+2+5+8+1+22+9+15+21+18+0+1+13+1+26+5+4+0+1+14+4+0+3+15+14+6+15+21+14+4+5+4+0+8+5+18+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+9+0+23+1+19+0+3+15+14+6+15+21+14+4+5+4+0+20+15+0+8+5+1+18+0+20+8+1+20+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+0+20+14+0+16+18+0+0+0+0+19+20+8+0+0+23+9+20+8+0+19+20+8+0+0+0+4+1+20+5+4+0+0+0+0+3+15+14+6+21+19+5+0+0+9+4+5+1+19+0+0+5+20+3+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+0+0+4+1+20+5+4+0+15+18+0+6+13+12+0+0+0+0+0+0+0+1+0+0+4+5+6+5+1+20+0+0+19+2+0+0+0+0+0+0+0+0+0+0+3+15+14+6+15+21+14+4+0+1+14+0+5+14+5+13+25+0+0+1+0+18+9+22+1+12+0+0+1+0+3+18+9+20+9+3+0+0+5+20+3+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+2+0+0+16+18+5+22+5+14+20+0+0+19+20+8+0+0+0+20+8+23+1+18+20+0+0+0+0+0+0+0+0+0+0+0+0+0+0+3+15+14+6+15+21+14+4+0+1+0+16+12+1+14+0+0+1+14+0+1+20+20+5+13+16+20+0+0+5+20+3+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+20+14+0+0+0+9+14+6+13+12+0+0+0+0+0+21+19+5+4+0+1+19+0+1+14+0+9+14+20+5+18+10+0+20+15+0+5+24+16+18+5+19+19+0+1+14+7+5+18+0+0+0+0+0+0+0+0+0+0+0+0+3+15+14+6+15+21+14+4+0+9+20+0+0+0+0+0+0+0+0+0+3+15+14+6+15+21+14+4+0+25+15+21+0+0+0+0+0+0
Protestant,148,16+18+15+20+5+19+20+1+14+20
searchingly,121,19+5+1+18+3+8+9+14+7+12+25
yearning,93,25+5+1+18+14+9+14+7
near-,38,14+5+1+18+0
body,46,2+15+4+25
watcher,78,23+1+20+3+8+5+18
cod-liver oil,124,3+15+4+0+12+9+22+5+18+0+15+9+12
angry,65,1+14+7+18+25
tithe barn,97,20+9+20+8+5+0+2+1+18+14
